iter	Logloss
137	0.5797734815
138	0.5792145269
139	0.5788933035
140	0.5785158456
141	0.5779417551
142	0.5773645421
143	0.5769865003
144	0.576563392
145	0.5759603727
146	0.5752154576
147	0.5744309823
148	0.5740385227
149	0.5735337706
150	0.5729653818
151	0.5725192916
152	0.5722076787
153	0.5714024905
154	0.5709570727
155	0.5705604621
156	0.5700355253
157	0.5695174023
158	0.5688816528
159	0.5682444459
160	0.5675187754
161	0.567079171
162	0.5666813786
163	0.5661583568
164	0.5657203743
165	0.5652207801
166	0.5649183874
167	0.56464412
168	0.5641202749
169	0.5636867901
170	0.5632815548
171	0.5626210136
172	0.5618451832
173	0.5613794558
174	0.5608310452
175	0.5603403519
176	0.5597667132
177	0.5591946524
178	0.5586824427
179	0.5583818504
180	0.5574801696
181	0.5566947549
182	0.5559740927
183	0.5555533717
184	0.5551065649
185	0.5544738299
186	0.5541337855
187	0.5538822178
188	0.5532020762
189	0.5528474462
190	0.5520950523
191	0.5515275527
192	0.5508646785
193	0.5503946089
194	0.5498192857
195	0.5492840164
196	0.548859291
197	0.5484797824
198	0.5481074905
199	0.5476282973
200	0.5467850288
201	0.5462107803
202	0.5453092543
203	0.5447918596
204	0.5443155905
205	0.5435872552
206	0.5430146568
207	0.5422975479
208	0.5419021722
209	0.541564195
210	0.5408289509
211	0.5404292694
212	0.5396746109
213	0.5390508268
214	0.5384649265
215	0.5378504059
216	0.5374645427
217	0.5368578115
218	0.5362450139
219	0.5358701876
220	0.5353742579
221	0.5344424605
222	0.5340891207
223	0.533561987
224	0.5331794986
225	0.5324758249
226	0.5320745316
227	0.5312818276
228	0.5306579328
229	0.5303367716
230	0.5299829841
231	0.5296475929
232	0.5290599321
233	0.5286433413
234	0.5282028587
235	0.5278937913
236	0.5275809847
237	0.5273108505
238	0.5267877794
239	0.5263455936
240	0.525716053
241	0.5252864711
242	0.5248666505
243	0.5242515669
244	0.5238378989
245	0.5232274864
246	0.5229214547
247	0.5223169126
248	0.5219339548
249	0.5214558477
250	0.5211477575
251	0.5204317255
252	0.5202107457
253	0.5195222276
254	0.5190305658
255	0.5186098247
256	0.518341319
257	0.5179188392
258	0.5175536235
259	0.5168488033
260	0.5163480619
261	0.515996591
262	0.5153647205
263	0.5149618393
264	0.5141964981
265	0.5136406686
266	0.5131527905
267	0.5126860197
268	0.5120637042
269	0.5113661297
270	0.5108712701
271	0.5101772198
272	0.5094062402
273	0.5089739848
274	0.5084487507
275	0.5080139858
276	0.507726602
277	0.5070967578
278	0.5063770433
279	0.5055437718
280	0.5050661802
281	0.5045612781
282	0.5042004891
283	0.5036635531
284	0.5033314179
285	0.5025717244
286	0.5020764653
287	0.5016489517
288	0.501080797
289	0.5005726587
290	0.5001400912
291	0.4993213091
292	0.4988780584
293	0.4984458333
294	0.4977101387
295	0.4969206845
296	0.4964245357
297	0.4959712518
298	0.4954754655
299	0.495077556
300	0.4947282719
301	0.494363856
302	0.493797743
303	0.493411486
304	0.4930398783
305	0.4922494765
306	0.4916695193
307	0.4910291723
308	0.4905275632
309	0.4901515712
310	0.4893201327
311	0.4886085495
312	0.4882953734
313	0.4879365959
314	0.4875099302
315	0.4870307774
316	0.4866619537
317	0.4864164972
318	0.4858205523
319	0.485406523
320	0.484860193
321	0.4844335615
322	0.4839062021
323	0.4832628666
324	0.4827664925
325	0.4821085636
326	0.4815934512
327	0.4811237732
328	0.4808242536
329	0.4798956077
330	0.4794633418
331	0.4787644628
332	0.4783659871
333	0.4776388584
334	0.4772106684
335	0.4767790877
336	0.4761548769
337	0.4755954216
338	0.4749965309
339	0.4746095176
340	0.4738630057
341	0.4733699879
342	0.4727133568
343	0.4721821561
344	0.4718069809
345	0.4709129564
346	0.4705499345
347	0.4699087633
348	0.4695071444
349	0.4691317814
350	0.4686943716
351	0.4680160844
352	0.4673924086
353	0.4669787815
354	0.466647085
355	0.4659803979
356	0.4651575551
357	0.4643929651
358	0.4640754332
359	0.4636235699
360	0.4633527278
361	0.4632167591
362	0.462748492
363	0.4622028066
364	0.4618816792
365	0.4611668175
366	0.460686127
367	0.4603457437
368	0.4597512445
369	0.4591867574
370	0.4586776467
371	0.4583987574
372	0.4580527542
373	0.4575139341
374	0.4570717913
375	0.4566321145
376	0.4561283036
377	0.4557974819
378	0.455279893
379	0.4542893858
380	0.4539144789
381	0.4535057884
382	0.4531924597
383	0.4528610919
384	0.4526043833
385	0.4519548946
386	0.4515858714
387	0.451265422
388	0.4507627217
389	0.4503314254
390	0.4499051869
391	0.449373989
392	0.4486791257
393	0.4483715994
394	0.4477616486
395	0.4474657513
396	0.4470707274
397	0.4466414979
398	0.4462347956
399	0.4455425246
400	0.4449393163
401	0.4444523923
402	0.4439479201
403	0.4434671181
404	0.4431367
405	0.4427677595
406	0.4422663132
407	0.4419062452
408	0.4413526661
409	0.4408408911
410	0.4404410628
411	0.4400550661
412	0.439727351
413	0.4391732913
414	0.4386095418
415	0.4381927805
416	0.4377327643
417	0.4371988223
418	0.4366697786
419	0.4361955351
420	0.4358224348
421	0.4353126426
422	0.4347523835
423	0.4344609661
424	0.4340751664
425	0.4337064199
426	0.4332626216
427	0.4326191298
428	0.4322994688
429	0.431901799
430	0.4315377357
431	0.4309489837
432	0.4307102215
433	0.4302515417
434	0.4296374415
435	0.4293101515
436	0.4287546811
437	0.4282107293
438	0.4280432949
439	0.4278593731
440	0.4276672926
441	0.4269918923
442	0.4264765275
443	0.4262203896
444	0.425752982
445	0.4254063374
446	0.4250389522
447	0.4246006866
448	0.4242287193
449	0.4238278484
450	0.423579479
451	0.4232670478
452	0.4228740873
453	0.4224003637
454	0.4220269666
455	0.4215292513
456	0.4212651287
457	0.4208903667
458	0.4205990859
459	0.4204655108
460	0.4202450437
461	0.4195592055
462	0.4189699068
463	0.4186832695
464	0.4183558013
465	0.4178938511
466	0.4174090918
467	0.4167044097
468	0.4161253425
469	0.4154757496
470	0.4150794033
471	0.4147378409
472	0.4141804172
473	0.4139069994
474	0.4135686542
475	0.4130866864
476	0.4126918856
477	0.4120918622
478	0.4116309567
479	0.4113886522
480	0.4109566081
481	0.4104646188
482	0.4100474736
483	0.4098401667
484	0.4093969554
485	0.4090036376
486	0.4084326287
487	0.4077831818
488	0.4071752599
489	0.406817984
490	0.4063868245
491	0.4059009844
492	0.4057033648
493	0.405210574
494	0.4048073979
495	0.4043279703
496	0.4039036045
497	0.4036271626
498	0.4033385661
499	0.4029915075
500	0.4026052308
501	0.4021865814
502	0.4015594412
503	0.4012350286
504	0.4007909979
505	0.4004773333
506	0.4002128349
507	0.3998496283
508	0.3994218386
509	0.399146463
510	0.3983960322
511	0.3980523698
512	0.3975749013
513	0.3972609366
514	0.3969906899
515	0.3968436903
516	0.3965200732
517	0.3961661576
518	0.3959342944
519	0.3956128208
520	0.3953674068
521	0.3948856654
522	0.3944786756
523	0.3941887109
524	0.3937007466
525	0.3932895503
526	0.3927523507
527	0.3922955781
528	0.3920100045
529	0.3917232576
530	0.3913399367
531	0.3911010585
532	0.3908202203
533	0.3903233272
534	0.3899361362
535	0.3893860021
536	0.3888963856
537	0.3885646683
538	0.3882906521
539	0.3878330245
540	0.3875083063
541	0.3872130891
542	0.3869231859
543	0.3865257639
544	0.3860863462
545	0.3857178147
546	0.3853328304
547	0.3849601307
548	0.3846753906
549	0.3841675247
550	0.3838316868
551	0.383504338
552	0.3831977522
553	0.3827503981
554	0.3825171114
555	0.3821745136
556	0.381655654
557	0.3813082749
558	0.3811550447
559	0.3809354215
560	0.3805928803
561	0.3804294112
562	0.3799233641
563	0.3794936466
564	0.3791336617
565	0.3787738805
566	0.3784240581
567	0.3780996134
568	0.3774879995
569	0.3770019052
570	0.3765031576
571	0.3763526569
572	0.3760516423
573	0.3756323955
574	0.3751598158
575	0.3747371799
576	0.3745532889
577	0.3741693266
578	0.373924594
579	0.3736349667
580	0.3734765899
581	0.372988274
582	0.3724157439
583	0.3720891823
584	0.3716927121
585	0.3715006239
586	0.3711001803
587	0.3705618045
588	0.370225929
589	0.3696959834
590	0.3693616084
591	0.3690794578
592	0.3688882633
593	0.368564821
594	0.3680593439
595	0.3675807212
596	0.3671977642
597	0.3667438118
598	0.3663885437
599	0.3659825294
600	0.365528807
601	0.3651758114
602	0.3648544109
603	0.364431325
604	0.3640103065
605	0.3637827044
606	0.3635163708
607	0.3631911035
608	0.3626728331
609	0.3625359962
610	0.362220763
611	0.3620034881
612	0.3616109235
613	0.3613465293
614	0.3609759969
615	0.3605289759
616	0.360250042
617	0.3601699626
618	0.3598692532
619	0.3593897408
620	0.358878263
621	0.3586150659
622	0.3580779092
623	0.3578799799
624	0.3576519858
625	0.3574455016
626	0.3570498614
627	0.3566976862
628	0.3565046631
629	0.3562741865
630	0.3559852827
631	0.3557995854
632	0.3555395623
633	0.3551650323
634	0.354916052
635	0.3544219611
636	0.3541728204
637	0.3539093822
638	0.3536042994
639	0.3534356688
640	0.3531537005
641	0.352859941
642	0.3525388348
643	0.3519353134
644	0.3515479812
645	0.3511352447
646	0.3509480601
647	0.350592017
648	0.3501908262
649	0.3498717079
650	0.349568891
651	0.3492408052
652	0.3489290855
653	0.3486967119
654	0.3483147057
655	0.3480198217
656	0.3475681469
657	0.3473447643
658	0.3469956787
659	0.3466726652
660	0.3462623434
661	0.3458671219
662	0.3456175437
663	0.3454217832
664	0.3448575023
665	0.3444397596
666	0.3442028489
667	0.3439979884
668	0.3436999624
669	0.3434789027
670	0.3430083127
671	0.3427171651
672	0.3422914327
673	0.3418766712
674	0.3413530572
675	0.3410110286
676	0.3407214775
677	0.3402510864
678	0.3399420757
679	0.3396590864
680	0.339442686
681	0.3390542866
682	0.3387779174
683	0.3384042836
684	0.3382734311
685	0.3379711171
686	0.3377327667
687	0.3376028118
688	0.337281883
689	0.3370252808
690	0.3364381595
691	0.3361900441
692	0.335951971
693	0.3354823879
694	0.3351210365
695	0.3347856762
696	0.3345717846
697	0.3342707152
698	0.3339703024
699	0.3338392064
700	0.3336199526
701	0.333388546
702	0.3331622793
703	0.3328325902
704	0.3322208271
705	0.3318528442
706	0.3316418319
707	0.331172433
708	0.3308424039
709	0.3306310176
710	0.3302794278
711	0.3299522653
712	0.3296312779
713	0.3293479992
714	0.3289660354
715	0.3288481372
716	0.3286611351
717	0.3283344541
718	0.3280116086
719	0.3276628448
720	0.3274699962
721	0.3272788727
722	0.3268332507
723	0.3265512603
724	0.3262090045
725	0.3258765482
726	0.3256358563
727	0.325400686
728	0.3249910231
729	0.3247038323
730	0.3243460791
731	0.3240327018
732	0.323842913
733	0.323435414
734	0.323110023
735	0.3228110291
736	0.3224944986
737	0.3221666831
738	0.3219489247
739	0.3216356217
740	0.3215720086
741	0.3212749197
742	0.3210987479
743	0.320763136
744	0.3205694811
745	0.3202341284
746	0.3200280415
747	0.319677746
748	0.3192643289
749	0.3190286995
750	0.3185508319
751	0.3183005893
752	0.3180117699
753	0.3176526204
754	0.3174083716
755	0.3169265098
756	0.3166140408
757	0.3162727943
758	0.3161896459
759	0.315978545
760	0.3158631486
761	0.3155149492
762	0.3154376203
763	0.3152583944
764	0.3149050555
765	0.3146781786
766	0.3144677807
767	0.3142399082
768	0.3138651817
769	0.3135654778
770	0.3133513966
771	0.3131737254
772	0.3130539688
773	0.3127616936
774	0.3126700342
775	0.3125064601
776	0.3121292129
777	0.311758135
778	0.3113390833
779	0.3111210242
780	0.3108420587
781	0.3104829994
782	0.3100936244
783	0.3098753414
784	0.3096962548
785	0.3093794035
786	0.3091200823
787	0.3087541995
788	0.3086149132
789	0.3083101173
790	0.308121054
791	0.3077544228
792	0.3074105244
793	0.3070416306
794	0.3068480591
795	0.3066257141
796	0.3064112627
797	0.3063362284
798	0.3060891325
799	0.3059994419
800	0.3056728303
801	0.3051912966
802	0.30494654
803	0.3045770446
804	0.3043678938
805	0.3041484853
806	0.3036767418
807	0.3034753177
808	0.3032279629
809	0.3028133702
810	0.3026554592
811	0.3025375099
812	0.3023246018
813	0.3019252045
814	0.3016110218
815	0.3012919202
816	0.3009323139
817	0.3006854411
818	0.300498574
819	0.3003189659
820	0.3000992827
821	0.2997493828
822	0.2996205545
823	0.2992538673
824	0.299153481
825	0.2987618859
826	0.2986336638
827	0.2981867242
828	0.2979244776
829	0.2977779682
830	0.2975789641
831	0.2972309283
832	0.2968739197
833	0.2965516947
834	0.2963164787
835	0.2959977992
836	0.2956698218
837	0.295494914
838	0.2950607914
839	0.2946851719
840	0.294425211
841	0.2940037492
842	0.2936821235
843	0.2934987198
844	0.2933430676
845	0.2928760249
846	0.2927075378
847	0.2924684343
848	0.2921505629
849	0.2917594244
850	0.2916538386
851	0.2913417001
852	0.2911764713
853	0.2910177833
854	0.2906996589
855	0.2904779519
856	0.2901193816
857	0.2898228365
858	0.2896917309
859	0.2895268754
860	0.2892520426
861	0.2888733079
862	0.2885348345
863	0.2881333376
864	0.2880365714
865	0.2876436913
866	0.2872594882
867	0.2869331155
868	0.2866425882
869	0.2862321354
870	0.2860467125
871	0.2858753943
872	0.2856360449
873	0.2854039641
874	0.2852304263
875	0.2848557553
876	0.2845079248
877	0.2844294618
878	0.2843559295
879	0.2840126047
880	0.2836741321
881	0.2834653014
882	0.2833227455
883	0.2830749692
884	0.2828019369
885	0.2825715919
886	0.2823486008
887	0.2820993707
888	0.2818490201
889	0.2815889148
890	0.2812451617
891	0.2810233561
892	0.2808098079
893	0.2806831753
894	0.2802881109
895	0.2800319633
896	0.2796739128
897	0.2794848193
898	0.2791698866
899	0.2788722724
900	0.2786118835
901	0.2782963775
902	0.2780290234
903	0.2778427825
904	0.2776632141
905	0.2773852899
906	0.2770573595
907	0.2767806838
908	0.2766144518
909	0.2764296537
910	0.2763083288
911	0.2759641392
912	0.2757757787
913	0.2754910248
914	0.2752308017
915	0.2750892075
916	0.2748510701
917	0.274576589
918	0.2742237089
919	0.2740285145
920	0.2737322388
921	0.2735391284
922	0.2732501762
923	0.2730422965
924	0.272934275
925	0.2726388981
926	0.272267457
927	0.2721115008
928	0.2718811026
929	0.2714141802
930	0.2712535483
931	0.2710333519
932	0.2708522903
933	0.2707155582
934	0.2704975727
935	0.2702044777
936	0.2699496944
937	0.2697486923
938	0.2696479936
939	0.2694056739
940	0.2692664197
941	0.2689000084
942	0.2686981265
943	0.2685277735
944	0.2682693593
945	0.268133696
946	0.2680013991
947	0.2677489536
948	0.2675056263
949	0.2671674212
950	0.2669998051
951	0.2668377913
952	0.2666773024
953	0.2663336734
954	0.2661230156
955	0.2658820983
956	0.2657363321
957	0.2654744802
958	0.2651901224
959	0.264845113
960	0.2645815904
961	0.2644246423
962	0.2642219857
963	0.2640778208
964	0.2638830241
965	0.263639759
966	0.2634232309
967	0.2631392022
968	0.2629278443
969	0.2628032573
970	0.2624535566
971	0.2623853119
972	0.2621740169
973	0.2618908311
974	0.2616045166
975	0.2613596243
976	0.2611094688
977	0.2609212275
978	0.2606638755
979	0.2604193212
980	0.2602272214
981	0.2601670162
982	0.2598415964
983	0.2597779761
984	0.2596105341
985	0.2594575691
986	0.259252895
987	0.2589114344
988	0.2586924878
989	0.2585296048
990	0.2582511986
991	0.2579395085
992	0.2577822089
993	0.2575421303
994	0.25728731
995	0.2570203143
996	0.2567460356
997	0.2563799856
998	0.2562150961
999	0.2560860305
